Dach,Dachow,,,,,,,,kWp,,,8ct,9ct,10ct,,Verbrauch,Haeuser,,,,,,0,1,2,3,4,5,6,7,8,9,2,1.7,1.5,1,0.7,,,,0,1,2,3,4,5,6,7,8,9,2,1.7,1.5,1,0.7,,,,0,1,2,3,4,5,6,7,8,9,2,1.7,1.5,1,0.7,
20,0,,920,,,,46,0,4,,,9,9,9,,<900,8,,,,,,0,0,0,0,0,0,0,0,0,0.156642528322482,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
49.7,0,,920,,,,18.5110663983903,0,9.94,,,7,9,9,,900-1500,17,,,,,,0,0,0,0,0.360251869487516,0.505892115220363,0.847127759395128,0.933616930708436,0.883686819069629,0.948730402916254,0,0,0,0,1,,,,0,0,0,0,0,0.090824828442115,0.422315607846091,0.501723663297704,0.446481351596018,0.506596964175299,0,0,0,0,0,,,,0,0,0,0,0,0,0,0.031401520745189,0,0.024106193836526,0,0,0,0,0,7
7,62,,1074,,,,15.5652173913043,0,13.8,,,9,9,9,,1500-2300,27,,,,,,0,0,0,0.029649197717929,0.401037765248224,0.37694573598106,0.465210632241919,0.807224499086168,0.865094155061841,0.911732727029735,0,0,0,0,1,,,,0,0,0,0,0,0,0.039559510943521,0.361793423961276,0.413536370135104,0.45508911327945,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
13.75,56.35,,1074,,,,15.320970042796,0,14.02,,,9,9,9,,2300-3600,26,,,,,,0,0,0,0.093792207053811,0.465061184937365,0.44226343092939,0.529461884266213,0.871886429849522,0.929704949354271,0.975787040425469,0,0,0,0,1,,,,0,0,0,0,0.057088146557782,0.023512509570267,0.101956095945588,0.424634138076252,0.476436131210201,0.517538888730762,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0.015795677894315,0,0,0,0,0,9
10.7,72.65,,1074,,,,12.8854229154169,0,16.67,,,9,9,9,,3600-5000,17,,,,,,0,0,0,0.395872614521053,0.397062813694626,0.768836081201219,0.851355472785698,0.913380218460569,0.962220068586772,1.00140662537107,0,0,0,1,1,,,,0,0,0,0,0,0.328611142764057,0.402711768517339,0.458091149620987,0.501557796613139,0.536297226366145,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0.026324720608284,0,0,0,0,0,9
0,48.95,,1074,,,,21.9407558733401,0,9.79,,,9,7,9,,5000-6000,3,,,,,,0,0,0,0,0,0.012071663517688,0.337977215610996,0.413197849416691,0.354054869007236,0.411398345382286,0,0,0,0,0,,,,0,0,0,0,0,0,0,0.000531891848765,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,58.6,,1267,,,,21.6211604095563,0,11.72,,,9,9,9,,>6000,2,,,,,,0,0,0,0,0.036432416022625,0.381883557645746,0.340073036124422,0.416912999614438,0.750306531852796,0.803805936349855,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0.312586730063891,0.360353178357009,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,49,,1267,,,,25.8571428571429,0,9.8,,,9,7,9,,,,,,,,,0,0,0,0,0,0.038634259638526,0.366674311703652,0.442826032591315,0.383145563189058,0.44022805609516,0,0,0,0,0,,,,0,0,0,0,0,0,0,0.033887651120956,0,0.01875446479811,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
21,0,,1267,,,,60.3333333333333,0,4.2,,,9,9,9,,,,,,,,,0,0,0,0,0,0,0,0,0.021032579004943,0.317021313269317,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
10.15,58.75,,1267,,,,18.388969521045,0,13.78,,,9,9,9,,,,,,,,,0,0,0,0.079097540913931,0.4551281436739,0.431339927581775,0.519706433318334,0.86208133026755,0.919220828910161,0.96583952568936,0,0,0,0,1,,,,0,0,0,0,0.052531175067294,0.018004222899481,0.097511375417025,0.420335449195197,0.471341299875583,0.512801084028358,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0.017295437391596,0,0,0,0,0,9
43.75,0,,1267,,,,28.96,0,8.75,,,8,8,9,,,,,,,,,0,0,0,0,0.353390232297479,0.502851325416076,0.843272643753568,0.93490765716242,1.0062978358381,0.942979679136768,0,0,0,0,1,,,,0,0,0,0,0,0.109104754487577,0.43838927350921,0.521694331976863,0.586169342074494,0.517514256003437,0,0,0,0,0,,,,0,0,0,0,0,0,0,0.073449215822308,0.129799668125852,0.054811886976292,0,0,0,0,0,8
52.875,0,,1267,,,,23.9621749408983,1,10.575,,,9,9,9,,,,,,,,,0,0,0,0.323340872750033,0.508375919545689,0.868619443026164,0.96915224344456,0.921520584022772,0.992414726412538,1.32305940373574,0,0,0,1,1,,,,0,0,0,0,0.114136490512418,0.46148910775885,0.552616826277963,0.497907640237294,0.562484328376289,0.875096136830633,0,0,0,0,1,,,,0,0,0,0,0,0.020371835496769,0.100471277026148,0.037387776548781,0.094514304241988,0.38581915282907,0,0,0,0,0,9
0,84.3,,1267,,,,15.0296559905101,0,16.86,,,9,9,9,,,,,,,,,0,0,0,0.356083718162248,0.356335146063835,0.727798677294023,0.807057970457814,0.867660182416663,0.913544934052557,0.951066045526772,0,0,0,0,1,,,,0,0,0,0,0,0.29243613256722,0.36323975957202,0.417081493148785,0.457472341216647,0.490368720189682,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
30.45,0,,1374,,,,45.1231527093596,0,6.09,,,9,9,9,,,,,,,,,0,0,0,0.044371625115014,0.253153691548524,0.39176807748591,0.693511175141071,0.775762942024727,0.839206452384622,1.12170764200701,0,0,0,1,1,,,,0,0,0,0,0,0.078229715940448,0.363061603848891,0.43173890302628,0.483728485567903,0.755582598907045,0,0,0,0,1,,,,0,0,0,0,0,0,0.01055061854347,0.063754606206135,0.102622168017863,0.362290353017269,0,0,0,0,0,9
59,0,,1374,,,,23.2881355932203,1,11.8,,,9,9,9,,,,,,,,,0,0.010579705484815,0.369060554845113,0.756815945131195,0.875417343770679,1.1919408606438,1.12666075845562,1.18318830727728,1.50910952280539,1.54907874088706,0,0,1,1,1,,,,0,0,0.058960678397968,0.415979831569135,0.513047380480569,0.812472611255877,0.734926841282779,0.78119848291387,1.08725786256982,1.11977434834361,0,0,0,1,1,,,,0,0,0,0.051636894774698,0.124016205974042,0.403758357172923,0.31192063446055,0.346223783322119,0.629051042709161,0.652773683565555,0,0,0,0,0,9
12.35,27.8,,1374,,,,34.2216687422167,0,8.03,,,8,8,8,,,,,,,,,0,0,0,0,0.316971786415232,0.425547745629662,0.502230965958006,0.791499845742094,0.839331002006527,0.747346422712858,0,0,0,0,1,,,,0,0,0,0,0.004744791653755,0.093972196639136,0.155049933305285,0.430676815692066,0.467749079763124,0.367108468941058,0,0,0,0,0,,,,0,0,0,0,0,0,0,0.043404855001694,0.068066227704833,0,0,0,0,0,0,8
53.75,0,,1374,,,,25.5627906976744,1,10.75,,,9,9,9,,,,,,,,,0,0,0.299535042732191,0.699226468579117,0.829453237668809,1.1499408552808,1.21677022350828,1.144627246526,1.19281734012695,1.51400506491319,0,0,1,1,1,,,,0,0,0,0.367879753652689,0.475832294306877,0.778625483542172,0.83216493730145,0.749712165743399,0.789018596551605,1.09126572075831,0,0,0,1,1,,,,0,0,0,0.014348734479608,0.09685761543794,0.379344201646314,0.417490924425423,0.322998924264861,0.351927753925074,0.632012892515199,0,0,0,0,0,9
23.1,0,,1695,,,,73.3766233766234,0,4.62,,,9,9,9,,,,,,,,,0,0,0,0,0,0,0.092964818574037,0.211181857704523,0.502806126438182,0.583756710709782,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0.150926643263816,0.222915591900152,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
41.67,0,,1695,,,,40.6767458603312,0,8.334,,,8,8,9,,,,,,,,,0,0,0,0.12064839588779,0.504514961792824,0.639971330222955,0.738874319937333,1.04880989157827,1.11282501061254,1.03620417013761,0,0,0,1,1,,,,0,0,0,0,0.152449777500019,0.272653548857593,0.359489656775192,0.658554296795511,0.714132386960631,0.630849332080974,0,0,0,0,0,,,,0,0,0,0,0,0,0,0.237246050196394,0.282992570264096,0.191877272038554,0,0,0,0,0,8
63.25,0,,1695,,,,26.798418972332,1,12.65,,,9,9,9,,,,,,,,,0,0,0.232335547729234,0.647955904355069,1.01817037773873,1.11850590843647,1.068397682413,1.40990237076741,1.46661846407232,1.51264284751005,0,0,1,1,1,,,,0,0,0,0.27969073306775,0.631794917888029,0.718991236080258,0.659054456000008,0.980406660650734,1.02983897187818,1.06972216146592,0,0,0,1,1,,,,0,0,0,0,0.214996931902522,0.286891573957826,0.215411181335745,0.513122831839596,0.553940249188289,0.586540182932382,0,0,0,0,0,9
0,28.1,,1695,,,,60.3202846975089,0,5.62,,,9,9,9,,,,,,,,,0,0,0,0,0,0,0,0.051963883267892,0.128683890341019,0.189847474029992,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
92.5,25.25,,1695,,,,14.3949044585987,1,23.55,,,9,9,9,,,,,,,,,0,0.491533180791204,0.969613106164879,0.986047572084514,1.36640997149395,1.43777559813252,1.48819895544008,1.52526861607649,1.55385871376152,1.57693073316381,0,0,1,1,1,,,,0,0.132183104895267,0.577843048523241,0.575107650961626,0.929844348271836,0.990858211212231,1.03332411767656,1.06410352493007,1.0876076039658,1.10646288371994,0,0,0,1,1,,,,0,0,0.154741876175857,0.129556747939152,0.4541572900016,0.502880348973678,0.535862216178185,0.559122201725071,0.576532020786758,0.590324982628121,0,0,0,0,0,9
11.65,0,,1695,,,,145.49356223176,0,2.33,,,9,9,9,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
14.1,0,,1695,,,,120.212765957447,0,2.82,,,9,9,9,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,28.225,,1695,,,,60.0531443755536,0,5.645,,,9,9,9,,,,,,,,,0,0,0,0,0,0,0,0.054924486724683,0.131440976750175,0.192211373591156,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
38.1,0,,1695,,,,44.4881889763779,0,7.62,,,9,9,9,,,,,,,,,0,0,0,0.036747156839811,0.235460691386113,0.575936826630752,0.683215338830223,0.995755796321629,1.06462588864051,1.12036400142594,0,0,0,1,1,,,,0,0,0,0,0,0.215970974957358,0.310769963065916,0.612149327223266,0.67232573385132,0.720577130270983,0,0,0,0,1,,,,0,0,0,0,0,0,0,0.198565682942009,0.248638050090522,0.288159565655421,0,0,0,0,0,9
28,0,,1912,,,,68.2857142857143,0,5.6,,,9,9,9,,,,,,,,,0,0,0,0,0.114684002466037,0.273468585815229,0.387337048470604,0.677340570187224,0.751659250743986,0.811288559142587,0,0,0,0,1,,,,0,0,0,0,0,0,0.058181000695368,0.334348856022015,0.397555557230889,0.44771202028302,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0.018005063977733,0.057270983095359,0,0,0,0,0,9
36.1,0,,1912,,,,52.9639889196676,0,7.22,,,9,9,9,,,,,,,,,0,0,0,0.144196413440856,0.328052943137536,0.655119891496669,0.753409001580629,0.827208197421347,1.11848082530195,1.16941956564802,0,0,0,1,1,,,,0,0,0,0,0.007280786804365,0.315379631880264,0.399047242522421,0.460931225114147,0.741375707241199,0.783821352661529,0,0,0,0,1,,,,0,0,0,0,0,0,0.019200631994099,0.067377871175522,0.33537981939713,0.367977103120931,0,0,0,0,0,9
26.15,0,,1912,,,,73.1166347992352,0,5.23,,,9,9,9,,,,,,,,,0,0,0,0,0.049495992866122,0.216293945455681,0.338402475580502,0.631379217410588,0.70989166804778,0.772776485488147,0,0,0,0,1,,,,0,0,0,0,0,0,0.016190877007438,0.29505215817871,0.362158041371763,0.415314846447301,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0.031908485247101,0,0,0,0,0,9
39,0,,1912,,,,49.025641025641,0,7.8,,,9,9,9,,,,,,,,,0,0,0,0.211188491655334,0.383715597223744,0.706108803969862,0.797207068523331,1.09724916999958,1.15634724610831,1.20383170933234,0,0,0,1,1,,,,0,0,0,0,0.055077087139299,0.358924677539574,0.435881442643149,0.723533593763137,0.772971420144675,0.812233944911567,0,0,0,0,1,,,,0,0,0,0,0,0,0.048031881296562,0.321458687409293,0.359707448336244,0.389412411334167,0,0,0,0,0,9
56.55,0,,1912,,,,33.8107869142352,1,11.31,,,9,9,9,,,,,,,,,0,0,0.281216465040224,0.683937075318397,0.816260660785884,1.13968229372869,1.2098892384768,1.14391508615035,1.47359348738634,1.51826780560662,0,0,1,1,1,,,,0,0,0,0.339999155341286,0.451829894404687,0.759037426097953,0.81716597039927,0.741904866491994,1.0520795568203,1.08956576682873,0,0,0,1,1,,,,0,0,0,0,0.06040467807813,0.348940926179875,0.393033540149479,0.306892344257359,0.594257459987801,0.62326564284676,0,0,0,0,0,9
85,0,,1912,,,,22.4941176470588,1,17,,,9,9,9,,,,,,,,,0,0.282815747934895,0.758446242147381,1.14071512103731,1.11458641880884,1.47451812516597,1.53878775783167,1.58761265645564,1.62447178595846,1.65398716908247,0,0,1,1,1,,,,0,0,0.403263762215866,0.759902809961299,0.717084478533092,1.05285944896749,1.10675904539495,1.14728389938692,1.1773570311038,1.20120814275482,0,0,0,1,1,,,,0,0,0.022475072650163,0.349612203824501,0.287337849711844,0.594866877716171,0.636527086053618,0.667218523303648,0.68922666293767,0.706328718477334,0,0,0,0,1,9
0,29.5,,1912,,,,64.8135593220339,0,5.9,,,9,9,9,,,,,,,,,0,0,0,0,0,0,0.121470012706304,0.202105023425947,0.265459358359332,0.315671126390771,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
41.415,0,,1912,,,,46.1668477604733,0,8.283,,,8,8,9,,,,,,,,,0,0,0,0.262417467006326,0.624060500184132,0.743497732996223,0.829074650383665,1.12856466902949,1.18414551202595,1.10190373760766,0,0,0,1,1,,,,0,0,0,0,0.28875102649939,0.390680358252049,0.462469076995609,0.749840889221654,0.796040027260636,0.706305223660264,0,0,0,0,1,,,,0,0,0,0,0,0.012605556929168,0.068536755571902,0.341970696557814,0.377282020771918,0.27877899255031,0,0,0,0,0,8
29.65,0,,1912,,,,64.4856661045531,0,5.93,,,9,9,9,,,,,,,,,0,0,0,0,0.167121804100723,0.31716944877973,0.625808640343983,0.714913394181793,0.784335136081005,0.840453997887813,0,0,0,0,1,,,,0,0,0,0,0,0,0.290267126949928,0.366437088352622,0.42505001295039,0.471909559088779,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0.039547674170648,0.075740300671612,0,0,0,0,0,9
0,37.6,,1912,,,,50.8510638297872,0,7.52,,,9,9,9,,,,,,,,,0,0,0,0,0,0.175443442291057,0.261192338093097,0.553374824304709,0.607939996347007,0.651087556857499,0,0,0,0,0,,,,0,0,0,0,0,0,0,0.197581183119899,0.241719030594356,0.275959240614987,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,87.4,,2161,,,,24.7254004576659,0,17.48,,,9,9,9,,,,,,,,,0,0,0.385896656928653,0.747333482869261,0.700462814145841,1.04833323714899,1.0958113884687,1.13050855750045,1.15627111230179,1.1757309550759,0,0,0,1,1,,,,0,0,0.060493206127332,0.395176160482347,0.329862490768473,0.653270704493991,0.688931396755388,0.714022764742728,0.73184275552558,0.744587207779279,0,0,0,0,1,,,,0,0,0,0.017860452759888,0,0.226352299254051,0.248191185229962,0.261997700930339,0.270452616116468,0.275254496351174,0,0,0,0,0,9
10.9,39.25,,2161,,,,43.0907278165503,0,10.03,,,9,9,9,,,,,,,,,0,0,0,0.327219872738027,0.477322094603405,0.797381327820279,0.867915853124224,0.785804751287356,0.833067932504749,1.15415749677859,0,0,0,1,1,,,,0,0,0,0.023356187514723,0.152434877730379,0.455057331528264,0.511848638930745,0.418910050244992,0.456605681754962,0.759418308714333,0,0,0,0,1,,,,0,0,0,0,0,0.089023465835236,0.130072643330226,0.024631075381354,0.051266933020333,0.332913747376784,0,0,0,0,0,9
56.54,0,,2161,,,,38.2207286876548,1,11.308,,,9,9,9,,,,,,,,,0,0,0.3830268344996,0.803059913903281,0.935966817000922,1.25633294526111,1.3192072816314,1.24799932647162,1.577343001343,1.61815982600753,0,0,1,1,1,,,,0,0,0.082641032008257,0.474986351804629,0.587581438419771,0.891402516508766,0.94171939902028,0.860675669302924,1.17078192576738,1.20392874500197,0,0,0,1,1,,,,0,0,0,0.125203895705006,0.214643248977131,0.499527558623392,0.535341709383319,0.442848923062433,0.730590476622095,0.754743356896426,0,0,0,0,1,9
34.6,0,,2161,,,,62.4566473988439,0,6.92,,,9,9,9,,,,,,,,,0,0,0,0.182414782775409,0.400033406356681,0.741720619759745,0.846700873016948,0.925128904980932,1.21514886088101,1.26494147478005,0,0,0,1,1,,,,0,0,0,0,0.097791305337514,0.421685771215485,0.512312081603872,0.57861219245765,0.857512131863203,0.898368417015116,0,0,0,0,1,,,,0,0,0,0,0,0.081015066195223,0.15535039536847,0.207812343755842,0.474026538146188,0.504600564002855,0,0,0,0,0,9
49.35,0,,2161,,,,43.7892603850051,0,9.87,,,9,9,9,,,,,,,,,0,0,0.252868671782824,0.503923311162602,0.857706379724466,0.958316748469157,1.26429554601659,1.31826851130181,1.24055389402251,1.28296223689477,0,0,0,1,1,,,,0,0,0,0.189318915266479,0.521630423742914,0.605889910099045,0.897853303751561,0.940977031986612,0.854596703844468,0.889236097356205,0,0,0,0,1,,,,0,0,0,0,0.162747600183755,0.228321360817252,0.504236253255796,0.534826738073702,0.438357848529636,0.463958016119781,0,0,0,0,0,9
0,48.725,,2161,,,,44.3509492047204,0,9.745,,,7,9,9,,,,,,,,,0,0,0,0,0.34557388116967,0.438272650489879,0.737568939731936,0.785947187669578,0.70162706599437,0.738798409401031,0,0,0,0,1,,,,0,0,0,0,0.027012464455467,0.102941579437554,0.387587090252106,0.424392964555365,0.330746512199576,0.359520180369599,0,0,0,0,0,,,,0,0,0,0,0,0,0.012765835475892,0.036276717504546,0,0,0,0,0,0,0,7
0,55.235,,2351,,,,42.5635919254096,0,11.047,,,9,9,9,,,,,,,,,0,0,0,0.339007582747275,0.441186641776059,0.741009795415515,0.791346260179826,0.707887751512559,0.745248488011963,1.06181644245047,0,0,0,1,1,,,,0,0,0,0.033386964264626,0.112694512703282,0.393964208672726,0.43018094145435,0.335600332912422,0.363275594813683,0.661247733473713,0,0,0,0,0,,,,0,0,0,0,0,0.022510663219788,0.042514477102418,0,0,0.227894345362545,0,0,0,0,0,9
45.5,0,,2351,,,,51.6703296703297,0,9.1,,,9,9,9,,,,,,,,,0,0,0.280128423227932,0.50320022549446,0.841467422129116,0.936345641423664,1.23709217508068,1.29319110343293,1.20802061091312,1.25154056399417,0,0,0,1,1,,,,0,0,0.00827988017742,0.200117663321331,0.514836919840156,0.592021085766792,0.877693741036345,0.922104050057992,0.827645976007285,0.862814889488717,0,0,0,0,1,,,,0,0,0,0,0.166703522005229,0.223733859054676,0.492187330761351,0.523129517872034,0.417884732863194,0.443356702625186,0,0,0,0,0,9
4.9,36.75,,2431,,,,58.3673469387755,0,8.33,,,8,8,9,,,,,,,,,0,0,0.377696725496279,0.624331825970259,0.951990690438764,1.02520922503593,1.06299642700693,1.31467812472683,1.32555121432054,1.20374016447788,0,0,0,1,1,,,,0,0,0.200407436685635,0.418668996355542,0.721712646463302,0.774306631983834,0.794250751366699,1.02993582349447,1.02735349256273,0.89412954629462,0,0,0,0,1,,,,0,0,0.016950052938558,0.204677852792501,0.480975127745698,0.510942717203289,0.511160139409306,0.72907799919939,0.711432765262066,0.565342380762579,0,0,0,0,0,8
0,40.3,,2431,,,,60.3225806451613,0,8.06,,,8,8,9,,,,,,,,,0,0,0.278885752135305,0.537261967711999,0.872927556466485,0.953576765272834,0.996863261564007,1.2502478990762,1.26366861574463,1.13937471933072,0,0,0,1,1,,,,0,0,0.106351108766822,0.337036190162365,0.648480328563683,0.708769275491172,0.734257875833366,0.971620202054213,0.971502657466794,0.835678161004583,0,0,0,0,1,,,,0,0,0,0.128918462828143,0.414100575949017,0.452104895839001,0.457963852723875,0.677571226222384,0.662334138271326,0.513541395223838,0,0,0,0,0,8
0,31,,2431,,,,78.4193548387097,0,6.2,,,9,9,9,,,,,,,,,0,0,0,0.305971807594529,0.507169087456694,0.631972748378162,0.910011127871835,0.963648584433274,0.99423240012475,1.24356664557372,0,0,0,1,1,,,,0,0,0,0.13110229057971,0.310927313798626,0.416616864988728,0.677376571612554,0.715868435909006,0.732918733829257,0.969476879886444,0,0,0,0,1,,,,0,0,0,0,0.107108465194838,0.192111327002187,0.434057444679747,0.455935378572403,0.458054084759096,0.680477321615314,0,0,0,0,0,9
0,97.5,,2431,,,,24.9333333333333,1,19.5,,,9,9,9,,,,,,,,,0.021275042871483,0.65760890333777,1.00354360338426,1.26697853872362,1.1560551121141,1.46873241068963,1.46995970110235,1.46628269798146,1.46038198588969,1.45313104538301,0,0,0,1,1,,,,0,0.43717581633238,0.73676635562947,0.96659871576743,0.831459257747946,1.11691692500699,1.10225716588945,1.08551278067781,1.06873512131829,1.05230035475172,0,0,0,1,1,,,,0,0.207148923806866,0.455850628750509,0.648216157052794,0.485707440835914,0.740185723005404,0.70724499813275,0.675373756751418,0.645942007664213,0.618777876308196,0,0,0,0,0,9
0,36.1,,2431,,,,67.3407202216067,0,7.22,,,9,9,9,,,,,,,,,0,0,0.154180689797712,0.449685408509315,0.615739871035137,0.909423967714362,0.96923373438067,1.00061162731595,1.25122205966526,1.26287658267223,0,0,0,1,1,,,,0,0,0,0.260433112341008,0.403518998365393,0.676981333710969,0.71931026910228,0.735337306977857,0.971709475498561,0.971267128888664,0,0,0,0,1,,,,0,0,0,0.064139942605435,0.182417252104816,0.433872115217882,0.457017883170741,0.456087368700175,0.676674760770002,0.662721681157175,0,0,0,0,0,9
36.4,0,,2431,,,,66.7857142857143,1,7.28,,,9,9,9,,,,,,,,,0,0.077133258267059,0.653875595078346,0.9393399395901,1.09787306228397,1.39192655117697,1.44632849955828,1.48111186878295,1.7364413739744,1.75114875076521,0,0,1,1,1,,,,0,0,0.476955249344835,0.733384658570002,0.867331047413789,1.13993391428411,1.17651381407524,1.19588283434839,1.43709134109422,1.44004780470646,0,0,0,1,1,,,,0,0,0.293910395741581,0.519104034854068,0.626320842418227,0.875416436668286,0.892294329800536,0.894509590576664,1.11995341309832,1.10969016754439,0,0,0,1,1,9
28.2,38.2,,2431,,,,36.6114457831325,1,13.28,,,9,9,9,,,,,,,,,0,0.589718393205274,0.882238008843328,1.19261893281919,1.46721144366591,1.48326162531196,1.37235837620999,1.68584382169836,1.6940663420761,1.6984525450692,0,0,1,1,1,,,,0,0.402389271713832,0.651784477074768,0.928717470269902,1.17690974456777,1.17242674071536,1.04518065702548,1.33667617982596,1.33262230746358,1.32641730336376,0,0,0,1,1,,,,0,0.20817438475047,0.410847544771453,0.651016372701529,0.869864129748166,0.842315078384193,0.696546297120348,0.963036686108554,0.944888520119269,0.926466810430182,0,0,0,0,1,9
9.5,25.05,,2940,,,,85.0940665701882,0,6.91,,,9,9,9,,,,,,,,,0,0.063827044211529,0.509562899785676,0.716832358899277,0.825947683117723,1.0855125127244,1.1221681953463,1.14341287779069,1.38601774017608,1.39585924145391,0,0,0,1,1,,,,0,0,0.366156566764864,0.539308806894612,0.620634196340553,0.856530262325506,0.873716138154967,0.878286459874,1.10579053203588,1.10292316884208,0,0,0,1,1,,,,0,0,0.21874812493059,0.355622138656653,0.407038576315477,0.617223034771142,0.613063602159825,0.599221250392246,0.809981338048815,0.792915662268334,0,0,0,0,1,9
